timestamp,lemon_id,diameter_cm,confidence
2024-01-16 13:30,8,0.448,0.981
2024-01-16 13:30,12,0.633,0.959
2024-01-16 13:30,12,0.743,0.981
2024-01-16 13:30,14,0.749,0.929
2024-01-16 13:30,16,0.4,0.942
2024-01-16 14:00,7,0.406,0.921
2024-01-16 14:00,10,0.4,0.966
2024-01-16 14:00,18,0.4,0.943
2024-01-16 14:00,19,0.4,0.547
2024-01-16 14:00,21,0.4,0.963
2024-01-16 14:00,23,0.4,0.946
2024-01-16 14:30,6,0.4,0.99
2024-01-16 14:30,12,0.693,0.912
2024-01-16 14:30,16,0.4,0.55
2024-01-16 14:30,16,0.526,0.951
2024-01-16 14:30,18,0.4,0.977
2024-01-16 14:30,21,0.4,0.931
2024-01-16 15:00,7,0.4,0.92
2024-01-16 15:00,14,0.78,0.986
2024-01-16 15:00,15,0.576,0.939
2024-01-16 15:00,17,0.735,0.968
2024-01-16 15:00,22,0.947,0.549
2024-01-16 15:30,3,0.4,0.923
2024-01-16 15:30,4,0.4,0.95
2024-01-16 15:30,5,0.4,0.973
2024-01-16 15:30,8,0.609,0.925
2024-01-16 15:30,11,0.474,0.981
2024-01-16 15:30,12,0.677,0.978
2024-01-16 15:30,22,0.797,0.983
2024-01-16 16:00,2,0.866,0.946
2024-01-16 16:00,13,0.4,0.972
2024-01-16 16:00,17,0.795,0.933
2024-01-16 16:00,19,0.4,0.945
2024-01-16 16:30,6,0.571,0.94
2024-01-16 16:30,7,0.61,0.571
2024-01-16 17:00,3,0.4,0.986
2024-01-16 17:00,21,0.4,0.953
2024-01-16 17:00,23,0.4,0.976
2024-01-16 17:30,3,0.409,0.976
2024-01-16 17:30,8,0.511,0.957
2024-01-16 17:30,13,0.4,0.957
2024-01-16 17:30,18,0.546,0.964
2024-01-16 17:30,19,0.469,0.916
2024-01-16 17:30,20,0.497,0.987
2024-01-16 17:30,24,0.4,0.958
2024-01-16 18:00,6,0.58,0.954
2024-01-16 18:00,11,0.4,0.992
2024-01-16 18:00,12,0.6,0.971
2024-01-16 18:00,18,0.489,0.974
2024-01-16 18:00,19,0.425,0.99
2024-01-16 18:30,4,0.4,0.987
2024-01-16 18:30,4,0.424,0.985
2024-01-16 18:30,9,0.565,0.959
2024-01-16 18:30,11,0.651,0.971
2024-01-16 18:30,12,0.621,0.899
2024-01-16 19:00,2,0.682,0.973
2024-01-16 19:00,6,0.87,0.947
2024-01-16 19:00,9,0.741,0.986
2024-01-16 19:00,12,0.843,0.989
2024-01-16 19:00,12,0.621,0.99
2024-01-16 19:00,15,0.584,0.962
2024-01-16 19:00,15,0.598,0.939
2024-01-16 19:00,21,0.4,0.621
2024-01-16 19:30,1,0.4,0.962
2024-01-16 19:30,1,0.4,0.465
2024-01-16 19:30,1,0.4,0.948
2024-01-16 19:30,4,0.4,0.947
2024-01-16 19:30,5,0.416,0.966
2024-01-16 19:30,18,0.775,0.92
2024-01-16 19:30,19,0.484,0.937
2024-01-16 19:30,19,0.441,0.959
2024-01-16 19:30,20,0.899,0.967
2024-01-17 06:00,5,0.424,0.94
2024-01-17 06:00,15,0.551,0.583
2024-01-17 06:00,17,0.619,0.974
2024-01-17 06:00,20,0.441,0.971
2024-01-17 06:00,20,0.78,0.986
2024-01-17 06:00,23,0.4,0.876
2024-01-17 06:00,24,0.4,0.931
2024-01-17 06:30,6,0.423,0.964
2024-01-17 06:30,13,0.4,0.979
2024-01-17 06:30,20,0.494,0.941
2024-01-17 07:00,3,0.4,0.899
2024-01-17 07:00,4,0.4,0.509
2024-01-17 07:00,13,0.4,0.913
2024-01-17 07:00,18,0.894,0.971
2024-01-17 07:00,19,0.569,0.998
2024-01-17 07:00,22,0.9,0.929
2024-01-17 07:30,1,0.4,0.905
2024-01-17 07:30,7,0.502,0.958
2024-01-17 07:30,13,0.4,0.968
2024-01-17 07:30,23,0.4,0.967
2024-01-17 08:00,3,0.4,0.979
2024-01-17 08:00,4,0.4,0.928
2024-01-17 08:00,4,0.4,0.963
2024-01-17 08:00,15,0.75,0.942
2024-01-17 08:00,15,0.679,0.937
2024-01-17 08:00,22,0.632,0.968
2024-01-17 08:30,10,0.4,0.97
2024-01-17 08:30,11,0.4,0.963
2024-01-17 08:30,12,0.711,0.861
2024-01-17 08:30,14,0.749,0.985
2024-01-17 08:30,16,0.4,0.93
2024-01-17 08:30,18,0.854,0.948
2024-01-17 09:00,2,0.602,0.963
2024-01-17 09:00,2,0.757,0.954
2024-01-17 09:00,4,0.4,0.913
2024-01-17 09:00,17,0.683,0.912
2024-01-17 09:00,22,0.414,0.943
2024-01-17 09:30,5,0.4,0.993
2024-01-17 09:30,8,0.797,0.997
2024-01-17 09:30,10,0.4,0.943
2024-01-17 09:30,16,0.4,0.85
2024-01-17 09:30,23,0.4,0.955
2024-01-17 09:30,23,0.4,0.993
2024-01-17 09:30,24,0.517,0.978
2024-01-17 10:00,6,0.4,0.885
2024-01-17 10:00,7,0.402,0.96
2024-01-17 10:00,9,0.553,0.915
2024-01-17 10:00,10,0.4,0.979
2024-01-17 10:00,17,0.775,0.95
2024-01-17 10:30,10,0.4,0.971
2024-01-17 10:30,12,0.646,0.938
2024-01-17 10:30,13,0.4,0.928
2024-01-17 10:30,19,0.4,0.903
2024-01-17 10:30,21,0.4,0.958
2024-01-17 11:00,4,0.4,0.966
2024-01-17 11:00,18,0.651,0.986
2024-01-17 11:30,2,0.694,0.922
2024-01-17 11:30,13,0.4,0.89
2024-01-17 11:30,18,0.4,0.959
2024-01-17 11:30,18,0.725,0.976
2024-01-17 12:00,11,0.4,0.994
2024-01-17 12:00,14,0.664,0.936
2024-01-17 12:30,3,0.4,0.928
2024-01-17 12:30,6,0.674,0.961
2024-01-17 12:30,7,0.424,0.96
2024-01-17 12:30,20,0.652,0.969
2024-01-17 12:30,21,0.4,0.974
2024-01-17 13:00,3,0.4,0.926
2024-01-17 13:00,5,0.4,0.913
2024-01-17 13:00,8,0.564,0.935
2024-01-17 13:00,18,0.727,0.928
2024-01-17 13:00,20,0.886,0.899
2024-01-17 13:00,21,0.4,0.952
2024-01-17 13:30,9,0.472,0.962
2024-01-17 13:30,11,0.462,0.996
2024-01-17 13:30,12,0.513,0.949
2024-01-17 13:30,22,0.4,0.896
2024-01-17 13:30,24,0.4,0.945
2024-01-17 14:00,5,0.4,0.987
2024-01-17 14:00,8,0.788,0.955
2024-01-17 14:00,13,0.4,0.976
2024-01-17 14:00,15,0.731,0.944
2024-01-17 14:00,16,0.448,0.441
2024-01-17 14:00,18,0.566,0.97
2024-01-17 14:00,23,0.4,0.969
2024-01-17 14:30,6,0.808,0.982
2024-01-17 14:30,11,0.4,0.959
2024-01-17 14:30,15,0.549,0.954
2024-01-17 14:30,21,0.4,0.953
2024-01-17 15:00,1,0.406,0.979
2024-01-17 15:00,2,0.757,0.967
2024-01-17 15:00,3,0.4,0.964
2024-01-17 15:00,6,0.4,0.922
2024-01-17 15:00,21,0.4,0.963
2024-01-17 15:00,23,0.4,0.911
2024-01-17 15:30,2,0.832,0.938
2024-01-17 15:30,4,0.4,0.938
2024-01-17 15:30,15,0.6,0.636
2024-01-17 15:30,16,0.4,0.965
2024-01-17 15:30,19,0.477,0.931
2024-01-17 15:30,21,0.4,0.98
2024-01-17 15:30,24,0.405,0.978
2024-01-17 16:00,1,0.4,0.99
2024-01-17 16:00,1,0.4,0.97
2024-01-17 16:00,9,0.4,0.976
2024-01-17 16:00,10,0.4,0.975
2024-01-17 16:00,13,0.4,0.307
2024-01-17 16:30,4,0.4,0.895
2024-01-17 16:30,11,0.729,0.931
2024-01-17 16:30,13,0.4,0.981
2024-01-17 16:30,21,0.4,0.931
2024-01-17 17:00,4,0.4,0.956
2024-01-17 17:00,10,0.4,0.98
2024-01-17 17:00,10,0.4,0.973
2024-01-17 17:00,12,0.668,0.892
2024-01-17 17:00,14,0.603,0.981
2024-01-17 17:00,17,0.679,0.983
2024-01-17 17:00,19,0.622,0.907
2024-01-17 17:00,20,0.561,0.915
2024-01-17 17:00,23,0.4,0.856
2024-01-17 17:00,24,0.4,0.906
2024-01-17 17:00,24,0.4,0.972
2024-01-17 17:30,5,0.4,0.955
2024-01-17 17:30,6,0.4,0.899
2024-01-17 17:30,7,0.434,0.932
2024-01-17 17:30,11,0.4,0.97
2024-01-17 17:30,18,0.4,0.937
2024-01-17 17:30,19,0.4,0.945
2024-01-17 17:30,20,0.59,0.964
2024-01-17 18:00,7,0.713,0.941
2024-01-17 18:00,9,0.462,0.977
2024-01-17 18:00,11,0.4,0.921
2024-01-17 18:00,19,0.607,0.993
2024-01-17 18:30,5,0.4,0.892
2024-01-17 18:30,15,0.738,0.942
2024-01-17 18:30,19,0.4,0.942
2024-01-17 19:00,9,0.465,0.876
2024-01-17 19:00,9,0.66,0.957
2024-01-17 19:00,14,0.532,0.951
2024-01-17 19:00,15,0.633,0.991
2024-01-17 19:00,21,0.4,0.631
2024-01-17 19:30,3,0.4,0.866
2024-01-17 19:30,8,0.4,0.988
2024-01-17 19:30,9,0.507,0.987
2024-01-17 19:30,12,0.662,0.972
2024-01-17 19:30,22,0.609,0.512
2024-01-18 06:30,1,0.4,0.589
2024-01-18 06:30,4,0.4,0.551
2024-01-18 06:30,9,0.625,0.831
2024-01-18 07:00,11,0.423,0.689
2024-01-18 08:00,18,0.872,0.743
2024-01-18 08:30,16,0.4,0.823
2024-01-18 09:30,7,0.42,0.714
2024-01-18 09:30,7,0.4,0.604
2024-01-18 10:00,14,1.07,0.584
2024-01-18 10:00,17,0.661,0.845
2024-01-18 10:00,19,0.455,0.585
2024-01-18 10:30,21,0.4,0.822
2024-01-18 11:00,3,0.4,0.836
2024-01-18 11:00,13,0.52,0.746
2024-01-18 11:00,14,0.79,0.723
2024-01-18 11:00,18,0.716,0.633
2024-01-18 11:00,19,0.4,0.799
2024-01-18 11:30,22,0.957,0.661
2024-01-18 12:00,1,0.4,0.669
2024-01-18 12:00,6,0.4,0.836
2024-01-18 12:00,10,0.4,0.745
2024-01-18 12:30,4,0.4,0.671
2024-01-18 12:30,11,0.745,0.704
2024-01-18 13:30,2,0.79,0.783
2024-01-18 13:30,5,0.4,0.692
2024-01-18 14:00,8,0.553,0.695
2024-01-18 15:00,2,0.925,0.778
2024-01-18 15:00,12,0.697,0.824
2024-01-18 15:30,10,0.4,0.738
2024-01-18 15:30,15,0.579,0.771
2024-01-18 15:30,17,0.736,0.82
2024-01-18 17:00,13,0.4,0.806
2024-01-18 17:00,16,0.4,0.584
2024-01-18 17:00,23,0.4,0.597
2024-01-18 18:00,20,0.761,0.753
2024-01-18 19:00,21,0.4,0.759
2024-01-18 19:30,24,0.434,0.695
2024-01-18 19:30,24,0.4,0.677
2024-01-19 06:00,9,0.719,0.917
2024-01-19 06:00,16,0.4,0.907
2024-01-19 06:00,16,0.523,0.972
2024-01-19 06:00,19,0.4,0.947
2024-01-19 06:00,21,0.4,0.909
2024-01-19 06:30,1,0.4,0.943
2024-01-19 06:30,5,0.4,0.987
2024-01-19 06:30,9,0.646,0.955
2024-01-19 06:30,13,0.4,0.957
2024-01-19 06:30,14,0.892,0.987
2024-01-19 06:30,23,0.4,0.952
2024-01-19 07:00,14,0.623,0.973
2024-01-19 07:00,14,0.721,0.936
2024-01-19 07:00,22,0.691,0.97
2024-01-19 07:00,23,0.4,0.948
2024-01-19 08:00,2,0.787,0.944
2024-01-19 08:00,9,0.623,0.982
2024-01-19 08:00,10,0.4,0.95
2024-01-19 08:00,12,0.658,0.944
2024-01-19 08:00,17,0.666,0.928
2024-01-19 08:30,1,0.4,0.955
2024-01-19 08:30,4,0.4,0.954
2024-01-19 08:30,12,0.681,0.949
2024-01-19 08:30,18,0.689,0.944
2024-01-19 08:30,24,0.4,0.916
2024-01-19 09:00,4,0.4,0.952
2024-01-19 09:00,14,0.858,0.961
2024-01-19 09:00,20,0.571,0.95
2024-01-19 09:00,21,0.4,0.885
2024-01-19 09:00,23,0.4,0.986
2024-01-19 09:30,1,0.4,0.861
2024-01-19 09:30,5,0.4,0.949
2024-01-19 09:30,10,0.4,0.983
2024-01-19 09:30,21,0.4,0.991
2024-01-19 10:00,1,0.4,0.959
2024-01-19 10:00,2,0.937,0.984
2024-01-19 10:00,4,0.4,0.967
2024-01-19 10:00,5,0.4,0.966
2024-01-19 10:00,10,0.4,0.956
2024-01-19 10:00,11,0.4,0.955
2024-01-19 10:00,13,0.4,0.91
2024-01-19 10:00,17,0.775,0.997
2024-01-19 10:00,20,0.463,0.98
2024-01-19 10:00,22,0.623,0.461
2024-01-19 10:00,22,0.505,0.952
2024-01-19 10:30,6,0.707,0.991
2024-01-19 10:30,9,0.4,0.994
2024-01-19 10:30,13,0.4,0.948
2024-01-19 10:30,19,0.4,0.975
2024-01-19 10:30,21,0.4,0.946
2024-01-19 11:00,2,0.825,0.935
2024-01-19 11:00,11,0.544,0.94
2024-01-19 11:00,17,0.793,0.971
2024-01-19 11:00,20,0.82,0.953
2024-01-19 11:00,20,0.547,0.89
2024-01-19 11:30,4,0.4,0.907
2024-01-19 11:30,12,0.739,0.935
2024-01-19 11:30,13,0.4,0.933
2024-01-19 11:30,17,0.625,0.577
2024-01-19 11:30,19,0.4,0.981
2024-01-19 11:30,23,0.4,0.965
2024-01-19 12:00,1,0.4,0.897
2024-01-19 12:00,4,0.4,0.915
2024-01-19 12:00,5,0.4,0.962
2024-01-19 12:00,6,0.686,0.894
2024-01-19 12:00,11,0.461,0.995
2024-01-19 12:00,15,0.544,0.952
2024-01-19 12:00,24,0.4,0.987
2024-01-19 12:30,3,0.4,0.977
2024-01-19 12:30,3,0.4,0.944
2024-01-19 12:30,7,0.565,0.964
2024-01-19 12:30,18,0.569,0.951
2024-01-19 12:30,21,0.4,0.985
2024-01-19 13:00,3,0.4,0.67
2024-01-19 13:00,16,0.514,0.947
2024-01-19 13:00,18,0.708,0.957
2024-01-19 13:30,6,0.4,0.401
2024-01-19 13:30,9,0.892,0.95
2024-01-19 13:30,15,0.725,0.942
2024-01-19 13:30,18,0.693,0.991
2024-01-19 13:30,21,0.4,0.966
2024-01-19 13:30,23,0.527,0.903
2024-01-19 14:00,11,0.825,0.973
2024-01-19 14:00,22,0.513,0.559
2024-01-19 14:30,1,0.4,0.976
2024-01-19 14:30,7,0.4,0.967
2024-01-19 14:30,18,0.65,0.445
2024-01-19 14:30,22,0.611,0.969
2024-01-19 14:30,23,0.4,0.442
2024-01-19 15:00,2,0.618,0.921
2024-01-19 15:00,3,0.4,0.97
2024-01-19 15:00,15,0.553,0.94
2024-01-19 15:00,17,0.837,0.902
2024-01-19 15:30,3,0.4,0.954
2024-01-19 15:30,9,0.599,0.959
2024-01-19 15:30,14,0.467,0.988
2024-01-19 15:30,15,0.649,0.972
2024-01-19 15:30,15,0.4,0.937
2024-01-19 15:30,17,0.841,0.963
2024-01-19 15:30,24,0.436,0.959
2024-01-19 16:00,5,0.4,0.991
2024-01-19 16:00,8,0.625,0.964
2024-01-19 16:00,10,0.4,0.97
2024-01-19 16:00,11,0.433,0.946
2024-01-19 16:00,12,0.619,0.992
2024-01-19 16:30,3,0.4,0.919
2024-01-19 16:30,12,0.804,0.992
2024-01-19 16:30,20,0.538,0.899
2024-01-19 16:30,22,0.75,0.928
2024-01-19 17:00,1,0.4,0.907
2024-01-19 17:30,4,0.4,0.53
2024-01-19 17:30,5,0.4,0.969
2024-01-19 17:30,8,0.767,0.996
2024-01-19 17:30,15,0.521,0.938
2024-01-19 17:30,21,0.4,0.927
2024-01-19 18:00,7,0.451,0.915
2024-01-19 18:00,8,0.735,0.995
2024-01-19 18:00,11,0.609,0.979
2024-01-19 18:00,13,0.4,0.971
2024-01-19 18:00,15,0.651,0.997
2024-01-19 18:30,1,0.4,0.976
2024-01-19 18:30,4,0.4,0.956
2024-01-19 18:30,6,0.553,0.933
2024-01-19 18:30,8,0.596,0.876
2024-01-19 18:30,16,0.4,0.931
2024-01-19 18:30,20,0.637,0.955
2024-01-19 18:30,22,0.851,0.902
2024-01-19 18:30,24,0.4,0.931
2024-01-19 19:00,5,0.4,0.962
2024-01-19 19:00,7,0.4,0.952
2024-01-19 19:00,19,0.4,0.881
2024-01-19 19:00,21,0.4,0.988
2024-01-19 19:00,24,0.552,0.968
2024-01-19 19:30,10,0.4,0.985
2024-01-19 19:30,13,0.4,0.966
2024-01-19 19:30,17,0.761,0.921
2024-01-19 19:30,20,0.4,0.955
2024-01-19 19:30,22,0.574,0.934
2024-01-19 19:30,23,0.4,0.978
2024-01-20 06:00,21,0.4,0.959
2024-01-20 06:30,16,0.4,0.318
2024-01-20 06:30,18,0.722,0.942
2024-01-20 06:30,19,0.406,0.611
2024-01-20 06:30,19,0.4,0.567
2024-01-20 06:30,20,0.4,0.955
2024-01-20 06:30,20,0.688,0.977
2024-01-20 06:30,21,0.4,0.949
2024-01-20 07:00,6,0.563,0.932
2024-01-20 07:00,8,0.723,0.876
2024-01-20 07:00,14,0.691,0.984
2024-01-20 07:00,14,0.82,0.996
2024-01-20 07:00,20,0.797,0.911
2024-01-20 07:30,4,0.4,0.962
2024-01-20 08:00,3,0.4,0.925
2024-01-20 08:00,8,0.779,0.94
2024-01-20 08:00,8,0.662,0.938
2024-01-20 08:00,10,0.4,0.979
2024-01-20 08:00,10,0.4,0.917
2024-01-20 08:00,16,0.4,0.946
2024-01-20 08:00,17,0.795,0.973
2024-01-20 08:00,17,0.714,0.981
2024-01-20 08:30,4,0.4,0.949
2024-01-20 08:30,7,0.573,0.973
2024-01-20 08:30,8,0.666,0.934
2024-01-20 08:30,11,0.4,0.896
2024-01-20 09:00,1,0.4,0.992
2024-01-20 09:00,2,0.696,0.955
2024-01-20 09:00,3,0.4,0.942
2024-01-20 09:00,9,0.4,0.895
2024-01-20 09:00,10,0.4,0.929
2024-01-20 09:00,12,0.627,0.94
2024-01-20 09:00,13,0.4,0.44
2024-01-20 09:00,19,0.4,0.896
2024-01-20 09:00,22,0.7,0.956
2024-01-20 09:00,22,0.602,0.647
2024-01-20 09:00,24,0.453,0.922
2024-01-20 09:30,4,0.4,0.958
2024-01-20 09:30,16,0.4,0.494
2024-01-20 09:30,18,0.508,0.921
2024-01-20 10:00,2,0.872,0.929
2024-01-20 10:00,3,0.4,0.935
2024-01-20 10:00,5,0.4,0.961
2024-01-20 10:00,11,0.562,0.945
2024-01-20 10:00,16,0.4,0.937
2024-01-20 10:30,5,0.4,0.539
